series_id,n,bias,rmse,mae
266,153,0.9694362344218878,0.9709594088776109,0.9694362344218878
267,273,0.9462995400854876,0.9524976330186607,0.9462995400854876
268,345,-1.0216856566834844,1.0267743044196969,1.0216856566834847
269,261,-1.8139873420432155,1.8266562797351342,1.8139873420432155
270,237,-2.382757106265924,2.383229127899121,2.382757106265924
271,441,-0.8111700163471861,0.820552292278097,0.8111700163471862
272,501,-0.7485488733466709,0.7877927520580286,0.7485488733466709
273,345,0.20001696466608082,0.2123125492384704,0.20001696466608082
274,393,-0.8304102215843703,0.8334476326778788,0.8304102215843702
275,345,-1.071165702024884,1.0738803469085596,1.071165702024884
276,177,1.7900084543992931,1.7905066716297915,1.7900084543992931
277,441,-0.9307688482160102,0.9411090180580538,0.9307688482160102
278,405,0.23477550440785347,0.2655633373008612,0.23545629243722216
